acting	action	actor	actors	audience	back	bad	big	bit	cast	character	characters	comedy	completely	day	dialogue	director	doesn	effects	end	fact	film	find	fun	funny	girl	give	good	great	guy	hard	hollywood	home	interesting	john	kind	life	long	lot	love	make	man	minutes	money	movie	movies	original	part	people	performance	picture	place	plot	point	pretty	problem	real	reason	rest	role	scene	screen	script	sense	series	set	sex	show	special	star	story	supposed	takes	thing	time	watch	wife	woman	work	world	worst	year	years	young	american	black	city	death	ending	family	father	feel	high	job	men	mother	music	performances	TRUE	war	class
0	0	0	0	1.205067	0	0	0	1.205067	0	0	0	0	0	0	0	1.205067	0	0	1.205067	2.410133	6.025334	1.205067	0	0	0	0	1.205067	0	0	0	0	0	0	2.410133	1.205067	0	0	0	0	0	0	1.205067	0	3.6152	2.410133	0	1.205067	0	0	0	0	0	0	0	1.205067	0	0	0	0	3.6152	0	0	0	0	0	0	0	0	1.205067	4.820267	0	0	1.205067	3.6152	0	0	0	1.205067	0	0	1.205067	0	0	1.205067	0	0	0	0	0	0	0	0	0	0	0	0	0	1.205067	0	1.00
0	0	0	0	0	1.632348	2.448522	0	0	0	0	0	0	0	0.816174	0	0	0	0.816174	0	0	2.448522	0	0	0	0	0.816174	0.816174	0	0	0	0	0	0	0	0.816174	2.448522	0	0	1.632348	0	0.816174	1.632348	0	2.448522	0.816174	0.816174	0	1.632348	0.816174	0	0	0	1.632348	0	0	0.816174	0	0	0	0	0	0	0.816174	0	0	0.816174	0	0	0	0	0	0	0	0	0	0	1.632348	0	6.529393	0	0	0	0.816174	0	0	0	0	0	0	4.080871	0.816174	0	0	0	5.713219	0	0	0	0	1.00
0	0	0	0	0	0	0	0.929729	0.929729	0	0.929729	1.859458	0	0	0	0	0	0.929729	0.929729	0.929729	0	7.437833	0	0	1.859458	0	0	0.929729	0	0	0	0	0.929729	0	0	0	1.859458	0	0	0.929729	0.929729	0.929729	0	0	4.648646	0.929729	0	0	0.929729	0	0	0	0.929729	0	0	0	0	0	0	0	0	0	0	0	0	0.929729	0	0	0.929729	0	1.859458	0	0	0.929729	1.859458	0.929729	0	0.929729	0.929729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929729	0	0	1.00
0	0	0	0	1.314836	1.314836	0	0	0	0	0	1.314836	0	1.314836	1.314836	0	0	0	0	0	3.944507	5.259342	3.944507	0	0	0	0	0	0	0	0	0	0	0	0	0	1.314836	0	0	0	0	0	0	1.314836	2.629671	0	0	0	1.314836	0	0	0	1.314836	2.629671	0	0	0	0	0	0	2.629671	1.314836	0	0	0	0	0	0	0	0	1.314836	0	0	0	1.314836	0	0	0	1.314836	5.259342	0	1.314836	0	0	0	0	0	0	0	0	2.629671	0	0	1.314836	0	0	0	0	0	0	1.00
0	0	0	1.954876	0.977438	0	0	1.954876	0	0.977438	0.977438	1.954876	0	0	0	0	0	0	0	0	0	3.909753	0	0	0	0	0	0.977438	0	0	0	0.977438	0.977438	0	0	0.977438	0.977438	1.954876	0	1.954876	0	0.977438	0	0	3.909753	0	0	0	0.977438	0.977438	0	1.954876	2.932314	0	0	0	0	0	0.977438	0.977438	1.954876	0	0	0	0	0	0	0	0	0	0.977438	0	0	0	2.932314	0	0	0.977438	0.977438	0	0	0	0	0	0	0	0	0	0	3.909753	5.864629	0.977438	0.977438	0	0	0	0	0.977438	0	0	1.00
0	0	0	0	0	1.373301	0	0	0	0	0	0	0	0	2.746602	0	0	0	0	4.119903	0	1.373301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.493204	0	4.119903	0	0	1.373301	0	0	0	0	0	0	0	1.373301	0	0	0	0	0	0	0	0	0	2.746602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.373301	0	1.373301	0	0	0	0	1.373301	0	0	1.373301	0	0	0	0	0	5.493204	1.373301	0	0	0	1.00
0	0	0	0	0	1.102369	1.102369	1.102369	0	0.551185	0	0	0.551185	0	0	0	0.551185	0	0.551185	0.551185	0	0	0.551185	0	0.551185	0	0	3.858293	0	0	0.551185	0	0	0	0	0.551185	0.551185	0.551185	0	0	0	0	0	0	5.511847	0.551185	0	0	1.102369	0	0.551185	0	0.551185	0.551185	2.204739	0.551185	0	0	0	0	1.653554	0	0	0	0	0.551185	0	0	0.551185	0.551185	0	0	0	0	0	0	0	0	0	0.551185	0	0	0.551185	0	0	7.165401	0	0	0.551185	0.551185	0	0	1.102369	0	4.960662	0	0	0	0	0	1.00
0	0	0	0	0	3.220676	0	0	0	0	0	0	3.220676	0	0	0	0	0	0	0	0	3.220676	3.220676	0	3.220676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.220676	0	3.220676	0	0	0	0	0	0	0	0	0	0	0	0	0	3.220676	0	0	0	0	0	0	0	0	0	3.220676	0	3.220676	0	0	3.220676	0	0	0	0	0	0	0	0	0	0	0	3.220676	0	3.220676	0	0	0	0	0	0	0	0	0	0	1.00
0	1.330774	0	1.330774	0	0	0	0	0	1.330774	1.330774	1.330774	0	1.330774	0	0	1.330774	2.661547	0	0	0	5.323094	1.330774	0	0	0	0	1.330774	2.661547	0	0	3.992321	0	0	0	0	1.330774	1.330774	0	0	1.330774	0	1.330774	0	0	1.330774	1.330774	1.330774	0	1.330774	0	0	1.330774	0	0	0	1.330774	1.330774	0	1.330774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.661547	0	2.661547	0	1.330774	0	0	0	0	0	1.330774	0	0	0	0	0	0	0	0	1.330774	0	0	0	1.330774	1.330774	0	1.00
0.842169	3.789759	0	0	0.421084	0.842169	0	0	0	0.421084	1.263253	0.842169	0	0.421084	0.421084	0	1.263253	0	0.842169	0	1.263253	10.106025	0	0	0	0	0	1.263253	0	0.421084	0	0	0	0	0	0	0.421084	0	0	0	0.842169	0	0	0	0.842169	0	1.263253	0	0	0.842169	0.421084	0	0.421084	0.421084	0	0	0	0	0.421084	0.842169	0.842169	0.421084	0	0	1.263253	0	0	0	0.842169	0	0.421084	0.421084	0	0	0	0	0	0.842169	0.842169	0	0	0.421084	0.421084	0	0	0	0	0	0	0	0	0	0	0.842169	0	0.842169	1.263253	0	0.421084	0	1.00
1.270252	0	0	0	0	0	0	1.270252	0	0	0	1.270252	0	0	0	0	1.270252	0	0	1.270252	0	2.540504	0	0	0	0	0	3.810756	0	2.540504	0	0	0	0	0	0	0	0	0	0	1.270252	0	0	0	8.891763	0	0	0	0	0	0	1.270252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.270252	2.540504	0	0	0	0	0	0	0	0	1.270252	0	0	0	0	1.270252	1.270252	0	0	0	0	0	0	0	0	0	0	1.00
1.816706	0	0	1.816706	0	0	0	0	0	0	1.816706	0	0	0	0	0	0	0	0	0	0	7.266826	0	0	0	0	0	1.816706	0	0	0	1.816706	0	0	0	0	0	0	0	3.633413	0	0	0	0	5.450119	1.816706	0	0	0	0	0	0	0	0	0	0	0	0	1.816706	0	0	0	1.816706	0	0	0	0	0	0	1.816706	1.816706	0	0	0	0	0	0	0	0	0	0	0	0	0	1.816706	0	0	0	1.816706	0	0	0	0	0	0	0	0	0	0	0	1.00
0	5.264358	0	0	0	0	1.052872	4.211487	1.052872	0	0	1.052872	3.158615	0	0	0	1.052872	2.105743	0	0	0	5.264358	0	0	2.105743	0	0	1.052872	0	0	1.052872	0	0	0	1.052872	0	0	1.052872	0	0	0	0	1.052872	0	2.105743	1.052872	0	0	0	0	0	0	0	2.105743	0	2.105743	0	0	0	1.052872	0	0	0	0	0	1.052872	0	0	0	0	0	0	0	2.105743	2.105743	0	0	0	1.052872	0	0	1.052872	0	0	1.052872	0	0	0	0	0	0	0	0	1.052872	0	0	0	0	0	0	1.00
1.929651	0	1.929651	0	0	0	1.929651	0	0	1.929651	5.788953	0	0	0	0	0	0	0	0	0	0	1.929651	0	0	0	1.929651	0	0	0	0	0	0	0	0	0	0	0	3.859302	1.929651	1.929651	0	0	1.929651	0	0	0	0	0	0	1.929651	0	0	1.929651	0	0	0	0	0	0	1.929651	0	0	0	1.929651	1.929651	0	0	0	0	0	0	0	0	0	1.929651	0	0	1.929651	0	0	0	0	1.929651	0	0	0	0	1.929651	0	1.929651	0	1.929651	0	0	0	0	0	0	0	0	1.00
0	0	0	0	0	1.382306	0	1.382306	0	0	1.382306	0	0	0	0	0	0	0	0	2.764613	0	4.146919	0	0	0	0	0	0	1.382306	0	0	0	2.764613	0	1.382306	0	1.382306	0	0	1.382306	0	5.529225	0	2.764613	1.382306	0	0	0	0	2.764613	0	1.382306	0	0	0	0	0	0	0	1.382306	0	1.382306	0	0	0	0	0	0	0	1.382306	2.764613	0	1.382306	0	1.382306	0	1.382306	0	0	0	0	0	0	0	0	0	0	0	0	1.382306	2.764613	0	0	0	4.146919	0	1.382306	0	0	0	1.00
0	0	0	0	0	0	0	5.716133	0	0	0	0	1.905378	0	0	0	0	3.810756	0	1.905378	1.905378	0	1.905378	0	0	0	0	0	0	0	0	0	3.810756	0	0	0	0	0	0	3.810756	0	1.905378	0	0	1.905378	0	0	0	1.905378	0	0	1.905378	1.905378	0	0	0	0	0	0	0	0	0	0	0	0	1.905378	0	0	0	0	0	0	0	0	1.905378	0	0	0	0	1.905378	0	0	0	3.810756	1.905378	0	0	0	0	1.905378	0	0	0	0	0	0	0	0	0	0	1.00
0	0	0	0	0	1.193194	0	0	0	0	0	0	0	0	0	0	1.193194	1.193194	0	1.193194	2.386388	3.579582	0	0	0	0	1.193194	0	2.386388	0	0	0	0	0	3.579582	0	0	0	0	0	1.193194	0	0	0	4.772775	1.193194	1.193194	0	0	0	0	0	1.193194	0	0	0	0	0	0	0	0	0	0	1.193194	0	0	0	0	0	1.193194	1.193194	0	0	0	3.579582	0	0	0	1.193194	0	0	1.193194	1.193194	0	0	0	0	1.193194	2.386388	0	4.772775	0	0	0	0	1.193194	1.193194	0	0	0	1.00
0	0	0	1.905378	0	0	0	1.905378	0	1.905378	1.905378	1.905378	3.810756	0	3.810756	0	1.905378	1.905378	0	1.905378	0	0	0	1.905378	1.905378	0	0	0	0	0	0	0	0	1.905378	0	0	0	0	1.905378	0	0	5.716133	0	0	1.905378	0	0	1.905378	0	0	0	0	0	0	0	0	0	0	0	1.905378	0	0	0	0	0	0	0	1.905378	1.905378	1.905378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.905378	0	0	1.905378	0	0	0	0	0	0	1.00
1.014849	1.014849	0	0	1.014849	1.014849	0	0	0	0	1.014849	0	0	0	0	0	0	1.014849	0	0	2.029698	9.133643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.014849	0	0	0	0	1.014849	0	0	1.014849	0	0	0	0	0	0	1.014849	0	0	0	0	0	0	0	0	0	0	0	0	1.014849	0	0	1.014849	0	0	0	0	1.014849	0	0	0	1.014849	0	0	0	0	1.014849	0	1.014849	0	0	0	0	0	0	0	0	1.014849	0	0	0	0	0	0	0	1.00
0	0	0	1.929651	0	0	0	0	1.929651	0	0	0	1.929651	0	5.788953	0	1.929651	0	0	0	0	1.929651	0	0	1.929651	0	0	0	3.859302	0	0	0	3.859302	0	3.859302	0	0	0	0	0	0	0	1.929651	1.929651	0	0	0	0	0	0	0	0	1.929651	0	0	0	0	0	0	0	1.929651	0	0	0	0	0	0	0	0	0	1.929651	0	0	0	0	1.929651	0	0	0	0	0	0	0	0	0	0	1.929651	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00
0	0	0	0	8.083833	0	0	0	0	0	2.694611	0	0	0	0	0	0	0	0	0	0	2.694611	0	0	0	0	0	0	1.347306	0	0	0	0	0	0	0	0	1.347306	0	0	0	2.694611	0	0	0	0	0	0	1.347306	0	0	0	0	0	0	0	0	1.347306	0	0	4.041917	0	0	4.041917	0	0	0	0	0	0	0	0	1.347306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.694611	0	0	0	0	0	0	0	0	1.00
1.148986	0	0	0	1.148986	1.148986	0	0	0	0	2.297972	0	0	0	1.148986	0	0	1.148986	0	0	0	2.297972	0	0	0	0	0	1.148986	4.595944	0	0	0	0	0	0	0	0	0	0	0	1.148986	1.148986	0	0	4.595944	1.148986	2.297972	0	1.148986	1.148986	0	0	0	0	1.148986	0	0	0	0	0	0	0	0	1.148986	1.148986	1.148986	0	0	0	0	3.446958	0	0	0	1.148986	0	0	0	1.148986	0	0	0	0	0	0	0	1.148986	0	5.74493	0	0	0	0	0	1.148986	0	0	0	0	0	1.00
1.5034	0	0	0	0	0	0	0	0	0	0.7517	1.5034	0	0	0	0	0	0	3.7585	0	0	6.0136	0.7517	0.7517	0	0	0	0	0.7517	0	0	0	0	0.7517	0	0.7517	0	0.7517	0	0	0.7517	0	0	0	0	0	0.7517	0.7517	0	0	0	0	1.5034	0	0	0	0	0	0	0	0.7517	0	0	0	0	3.0068	0	0	3.7585	6.0136	0	0	0	0	1.5034	0.7517	0	0	0.7517	0.7517	0	0	0.7517	0	0	0	0	0	0.7517	2.2551	0.7517	0	0	0	0	0	0	0	0	0	1.00
0	0	0	0	0	0	0	0	3.249823	1.624912	1.624912	0	4.874735	0	0	0	0	1.624912	0	0	0	3.249823	0	1.624912	0	0	0	1.624912	0	0	0	0	0	0	1.624912	0	0	0	0	0	0	1.624912	0	1.624912	1.624912	0	0	0	3.249823	0	0	0	1.624912	0	0	0	0	0	0	0	0	0	1.624912	0	1.624912	0	0	1.624912	0	0	0	0	0	0	0	0	0	0	0	1.624912	0	0	0	1.624912	0	0	3.249823	0	0	4.874735	0	0	1.624912	0	1.624912	1.624912	0	0	0	1.624912	1.00
0	0	0	0.967933	0.967933	0	0	0	0	0	1.935866	2.903799	0	0	0	0	0	0	0	0.967933	0	7.743463	0.967933	0	0	0	0	1.935866	0	0	0	0	0	0	0.967933	0	0.967933	0	0	0	0	0	0	0.967933	1.935866	0	5.807597	0	0	0	0	0.967933	1.935866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967933	0	0	0	0	0	0	0	0	0	0.967933	0	0.967933	0	0	0	0	0.967933	0	0	0	0	0.967933	0	1.00
0	2.138648	0	0	2.138648	0	0	0	0	0	0	1.069324	0	1.069324	0	0	0	0	1.069324	2.138648	0	7.485266	0	1.069324	0	0	0	0	1.069324	0	0	0	0	0	0	0	0	1.069324	1.069324	0	0	0	0	0	2.138648	5.346619	0	0	3.207971	0	0	1.069324	2.138648	1.069324	0	0	0	0	1.069324	0	1.069324	0	0	0	0	0	0	0	0	0	1.069324	0	0	1.069324	0	0	0	0	0	1.069324	0	0	0	0	0	0	0	0	0	0	0	1.069324	0	0	0	0	0	0	0	1.069324	1.00
0	0	0	2.257297	0	4.514594	0	0	0	0	0	0	0	0	0	0	0	0	1.128648	0	0	5.643242	1.128648	0	1.128648	0	0	0	0	0	0	0	2.257297	0	0	0	3.385945	0	1.128648	0	0	1.128648	0	0	1.128648	0	0	0	1.128648	0	0	0	0	0	0	0	0	0	0	2.257297	1.128648	0	0	0	0	0	0	1.128648	1.128648	0	2.257297	0	0	0	1.128648	0	0	0	2.257297	2.257297	0	0	1.128648	0	0	1.128648	0	0	0	0	4.514594	0	0	0	0	0	2.257297	0	0	0	1.00
0	0	0	0	1.954876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.909753	0	1.954876	0	0	0	0	0	0	0	0	0	5.864629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.954876	0	0	0	0	0	0	1.954876	0	3.909753	0	0	0	0	0	0	0	0	0	0	0	0	1.954876	0	0	0	0	0	0	1.954876	0	0	0	0	5.864629	1.00
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.008445	0	0	8.033778	0	0	0	0	2.008445	0	0	0	2.008445	0	0	0	0	0	0	0	2.008445	0	0	0	0	0	4.016889	2.008445	0	2.008445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.008445	2.008445	0	0	0	2.008445	2.008445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.008445	0	0	0	0	0	0	1.00
0	0.605569	0	0	0	0.605569	0	0	0	0	1.816706	2.422275	0	0	0	0	0.605569	0.605569	0	0	0.605569	7.872394	0	0.605569	0	0.605569	0	0	0.605569	0	0	0	0	0.605569	0.605569	0	0	0.605569	0	0	0	0	0.605569	0	0	0	0.605569	1.211138	0	0.605569	0	0	0.605569	0	0	0	0.605569	0	0	1.211138	0.605569	0	0	0.605569	0.605569	0	0	0.605569	0	0	0	0	0	0	0.605569	0.605569	0	0	0.605569	0	0.605569	1.816706	1.816706	0	0.605569	0.605569	0	0	0	0	0	0	0	0.605569	0	0	1.211138	0	0.605569	0	1.00
0.803378	0	0	0	0.803378	0	0	0.803378	0	0	0.803378	1.606756	0	0.803378	1.606756	0	0.803378	0.803378	0	3.213511	1.606756	7.2304	2.410133	0	0	0	0	0.803378	0	0	0	0	0	0.803378	0	0	0.803378	0	0	0	0.803378	2.410133	0	0	2.410133	0.803378	0	0	4.016889	0.803378	0	0	0	0	0	0.803378	0.803378	0	0	0	0	0	0	0	0	0.803378	0	0	0	0	0	0	0	0	0	0	0	0.803378	0	3.213511	0	1.606756	0	0	0	0	0	0	1.606756	0	0	0.803378	0	0	0	0	0	0	0	0	1.00
0.993922	0.993922	0	0	0.993922	0	0.993922	0	0	0	2.981767	0.993922	0	1.987845	0	0	0	0.993922	0	2.981767	0.993922	4.969611	0	1.987845	0	0	0	0	0	0	0	0	0	0.993922	0	0	4.969611	0	0.993922	0.993922	0.993922	0	0	0.993922	0	0	0	0	0	0	0	0.993922	0.993922	0	0	0	0.993922	0	0	0	0.993922	0	0	0	0.993922	0.993922	0	0	0	0	3.975689	0	0.993922	0.993922	0.993922	0	0	0	0	1.987845	0	1.987845	0	0	0	0	0.993922	0.993922	0	0	0	0	0	0	0	0	0	0	0.993922	0	1.00
0	0	0.983933	0	0	0.983933	0.983933	0	0	0	0	0	0	0	0	0.983933	0.983933	0	0	0	0	0.983933	1.967866	0	0	0	1.967866	0	0	0	0.983933	0.983933	0	0	0	0	0.983933	0	0.983933	0	0	0	0	0	7.871463	0.983933	0	0	0.983933	0.983933	0	0	0.983933	0	0	0	0	0	0	0.983933	0	0	0	4.919664	0	0	0	0.983933	0	0	2.951799	0	0	0	0	0	0	0	1.967866	0	0	2.951799	1.967866	0	0	0	0.983933	0	0.983933	0	0	0	0	0	0	0.983933	0	0	0	0	1.00
1.091016	0	0	1.091016	0	0	1.091016	0	0	0	0	0	0	0	0	0	0	0	0	1.091016	0	6.546097	0	0	1.091016	0	0	1.091016	0	0	0	0	0	0	0	0	6.546097	1.091016	0	0	0	0	0	0	0	0	0	0	0	0	0	2.182032	0	0	0	0	0	0	0	0	1.091016	0	1.091016	0	0	1.091016	0	0	0	0	0	0	0	0	1.091016	0	0	0	0	0	0	0	0	1.091016	0	0	0	0	0	0	0	0	0	0	0	0	1.091016	0	0	0	1.00
0	0	0	0.974239	0	0	0	0	0.974239	0.974239	0.974239	0	0	0	0.974239	0	0	0	0	1.948477	0	1.948477	0.974239	0.974239	0	0	0.974239	0.974239	1.948477	0	0	0	0	0.974239	0.974239	0	0	0.974239	0	0	0	0	0	0.974239	3.896955	0	0	2.922716	0	0	0	0.974239	0.974239	0	0.974239	0	0	0	0	0	2.922716	0.974239	0	0	0	0	0.974239	0.974239	0	0	0	0	0	0.974239	0.974239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.974239	0	0	0.974239	0	0	2.922716	0	0	0	0	1.00
0	0	0	0	0	0	0	2.661547	0	0	0	0	0	0	0	0	1.330774	2.661547	0	1.330774	0	0	0	0	0	0	0	3.992321	1.330774	0	0	0	0	0	0	0	0	0	0	0	0	2.661547	0	0	7.984641	1.330774	0	0	0	0	0	0	0	0	0	0	0	1.330774	0	0	0	1.330774	0	0	0	0	0	0	0	0	0	0	0	0	2.661547	1.330774	0	0	2.661547	0	0	0	0	0	0	0	0	0	0	0	2.661547	1.330774	0	1.330774	0	0	0	0	0	0	1.00
0	0	1.307078	0	0	3.921235	0	2.614157	0	0	0	0	0	0	0	0	1.307078	1.307078	0	0	1.307078	3.921235	1.307078	1.307078	1.307078	0	0	5.228313	0	1.307078	1.307078	0	0	0	0	0	1.307078	1.307078	0	0	1.307078	0	1.307078	0	5.228313	0	0	1.307078	0	1.307078	0	0	0	1.307078	1.307078	0	0	0	0	1.307078	0	0	0	0	1.307078	0	0	0	0	0	1.307078	0	0	0	1.307078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00
0.898204	0	0.898204	0.898204	0	0.898204	0	0.898204	0	1.796407	6.287426	0	0	0	0	0	0	0	0	0	0	8.083833	0	0	0	0	0.898204	0.898204	0	0	0	0.898204	0.898204	1.796407	1.796407	0	0	0.898204	0	0	0	0	0	0	0	0	0	0	0	1.796407	0	0	0	0	0	0	0	0	0.898204	0.898204	0	1.796407	0	0	0	0	0	0	0	0	0.898204	0	0	0	0.898204	0.898204	0	0	0.898204	0	0	0	0	0.898204	0	0	0	1.796407	0	0	0	0	0	0	0	0	0	1.796407	0	0	1.00
0	0	0	0	0	0	1.599662	1.599662	0.799831	0.799831	0	0	0	0.799831	0	0	0	0	0	0.799831	1.599662	7.198478	0	0	0	0	0	3.999154	0.799831	0	0	0	0	0	0	0.799831	1.599662	0	0	0	1.599662	0.799831	0	0.799831	0.799831	0	0.799831	0	0	0	0.799831	0.799831	1.599662	0	0	0	0.799831	0	0	0.799831	1.599662	0.799831	0.799831	2.399493	0	0	0.799831	0	0	0	2.399493	0	1.599662	0	1.599662	0	0	0	0	0.799831	0	0	0	0	0	0	1.599662	0	0.799831	0	0	0	0.799831	1.599662	0	0	0	0	0	0.799831	1.00
0	0	0.769889	0	0	2.309667	0	0.769889	1.539778	0	0	2.309667	0	0	0	0	0.769889	0.769889	0	1.539778	0	3.079556	0.769889	0.769889	0	0	0	0	0	0	0	1.539778	3.079556	0	0	0	0.769889	0	1.539778	0	0	0	0	0	5.389222	0	0	0	0	0	0.769889	0	0	0	0	0	1.539778	0	0.769889	0	0.769889	0	0	0	2.309667	0.769889	0	0	0	0.769889	0.769889	0	0.769889	0.769889	3.849444	0	0	0	0	0	0.769889	0.769889	2.309667	0	0	0	0	0	0.769889	0.769889	0	0	0	1.539778	0	2.309667	0	0	2.309667	0	1.00
0	2.459832	0	0	0	0	4.919664	2.459832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.459832	0	0	0	0	0	0	2.459832	0	0	0	0	0	2.459832	0	0	0	0	0	0	2.459832	4.919664	0	0	0	0	0	0	0	0	2.459832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.459832	0	0	0	0	0	0	2.459832	0	0	0	0	0	2.459832	0	0	0	0	0	0	0	0	2.459832	0	0	0	0	0	0	0	1.00
0	0	0	0	1.806471	0.903236	0	0	0	1.806471	1.806471	0	3.612943	0	1.806471	0	0	0.903236	0	0	0	4.516178	0	1.806471	5.419414	0	0	3.612943	0	0	0.903236	0.903236	0	0	0	0	0.903236	0	0	0	0	0	0.903236	0	1.806471	0.903236	0	0	0.903236	0	0	0	1.806471	0	1.806471	0	0	1.806471	0	2.709707	0.903236	1.806471	1.806471	0	0.903236	0	0	0	0	0	0	0	0	0.903236	0.903236	0.903236	0.903236	0	0	0	0	0	0.903236	0	0	0	1.806471	0	0.903236	0	0	0.903236	0	0	0	0	0	0	0.903236	0	1.00
1.322733	0	1.322733	0	0	0	0	1.322733	0	0	0	0	0	0	0	0	1.322733	0	0	0	1.322733	3.968198	1.322733	0	0	0	1.322733	0	0	0	0	0	0	0	7.936395	0	0	0	0	1.322733	1.322733	0	1.322733	0	0	0	0	1.322733	1.322733	0	0	0	0	0	0	1.322733	0	0	0	0	0	0	1.322733	0	0	0	0	0	0	0	1.322733	0	0	1.322733	3.968198	0	1.322733	0	0	0	0	0	0	0	0	0	0	0	1.322733	0	0	0	0	1.322733	0	0	0	0	0	0	1.00
0	0	0	0	1.721524	0	0	0	0	0	1.721524	1.721524	3.443048	0	0	0	0	1.721524	0	0	0	3.443048	1.721524	0	0	0	0	0	0	0	0	1.721524	0	0	0	1.721524	1.721524	1.721524	1.721524	0	1.721524	0	1.721524	0	0	0	0	0	0	1.721524	0	1.721524	0	0	0	0	1.721524	0	0	1.721524	1.721524	0	0	1.721524	0	1.721524	0	0	0	0	5.164572	0	0	0	1.721524	0	3.443048	0	0	0	0	0	0	1.721524	1.721524	0	0	0	0	0	0	0	0	1.721524	0	0	0	0	0	0	1.00
0	1.138681	0	1.138681	0	0	0	1.138681	0	0	2.277362	4.554724	0	0	1.138681	0	2.277362	0	0	1.138681	1.138681	2.277362	0	0	0	0	0	0	2.277362	0	0	0	1.138681	1.138681	2.277362	1.138681	5.693405	1.138681	0	0	1.138681	1.138681	0	1.138681	1.138681	0	1.138681	0	2.277362	0	0	0	0	0	0	0	1.138681	0	0	1.138681	0	1.138681	0	0	0	0	0	0	0	0	3.416043	0	0	0	2.277362	0	2.277362	0	0	0	0	1.138681	1.138681	0	0	0	2.277362	0	0	1.138681	0	0	0	0	1.138681	0	0	0	0	0	1.00
0.654502	0	0.654502	1.309005	0	0.654502	0.654502	0	0.654502	0.654502	0	0	0.654502	0	0	1.963507	0	0.654502	0	0	0	7.854029	0	1.309005	0	0	0	1.309005	2.61801	1.309005	0	0	0	0.654502	0	0.654502	0.654502	0	0	0.654502	1.963507	0	1.309005	0	0.654502	0	0	0.654502	0	0.654502	0	0.654502	0	0	0	0.654502	0	0.654502	0	0	3.272512	0	0.654502	0.654502	0.654502	0.654502	0.654502	0	0	0	0.654502	0	0.654502	0	3.272512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.654502	0.654502	0.654502	0	0	0	0	0	0	0	1.00
0	0	0	0	0	0	0.921538	0	0.921538	0	4.607688	0	0	0.921538	0.921538	0	0	0	0	0	0	5.529225	0	0.921538	0	0	0	0.921538	0.921538	0	0	0	0	0	0	0	0.921538	0	0	0	0.921538	0	0	0	0	0	0.921538	0	0	0	2.764613	0	1.843075	0.921538	0	0	0.921538	0	0	0	1.843075	0.921538	0	3.68615	1.843075	0	0	0.921538	0	0	1.843075	0	0.921538	0	1.843075	0	0	0	0.921538	0	0	1.843075	0	0	0	0	0	0	0	0	0	0	0.921538	0	0	0	0	0	0	0	1.00
0	0	1.118876	0	0	0	0	0	0	0	2.237753	0	0	0	0	0	0	0	3.356629	0	1.118876	7.832134	0	0	0	0	1.118876	0	0	0	0	1.118876	0	0	0	0	0	1.118876	0	0	1.118876	0	0	0	1.118876	0	0	0	0	0	1.118876	0	4.475505	1.118876	0	0	0	0	0	1.118876	0	0	0	0	1.118876	0	0	0	3.356629	0	0	0	0	0	1.118876	0	0	0	1.118876	0	0	2.237753	0	0	0	0	3.356629	0	0	0	0	1.118876	0	0	0	0	0	0	1.118876	0	1.00
0	0	0	0	0	0.816174	0	0	0.816174	0	0	0	0	0.816174	0	0	0	1.632348	0	0	0	6.529393	0	0	0	0	0.816174	0	0	0	0.816174	0	0	0	0	0	5.713219	0.816174	0	1.632348	1.632348	2.448522	0	0	0	0.816174	0	0.816174	1.632348	0	0	0.816174	0	0	0	0.816174	0	0.816174	0	2.448522	0.816174	0	0	0	0	0.816174	0	0	0	0	1.632348	0	0.816174	0	1.632348	0	1.632348	3.264697	0.816174	0.816174	0	0	0.816174	0	0	0	0.816174	1.632348	0	0	2.448522	0	0	0	0	1.632348	0	0	0	0	1.00
